교량명,시설물종별등급구분,도로종류,도로노선명,도로노선번호,도로노선방향,시도명,시군구명,시군구코드,소재지지번주소,교량시작점위도,교량시작점경도,교량종료점위도,교량종료점경도,교량연장,교량폭,교량보도폭,교량높이,차로수,상하행선분리여부,상부구조형식,교량준공연도,최종안전점검일자,최종안전점검결과,최종안전점검유형,내진설계적용여부,내진성능확보여부,교량보수보강내역,교량보수보강비용,설계활하중,허용통행하중,하부통과제한높이,관리기관명,관리기관전화번호,데이터기준일자
일직JCT1교(성남),02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,115.2,15.7,0.7,0,3,Y,강박스거더교,1995,2024-12-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCT1교(인천),02,고속국도,제2경인고속국도,110,02,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,115,15.7,0.8,0,3,Y,강박스거더교,1995,2024-12-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCT2교,02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,115,8.9,0.8,0,1,Y,강박스거더교,1995,2024-12-28,B,정기점검,미적용,N,"S1,S3거더::강교도장",100669,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCT3교,02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,115,8.9,0.8,0,1,Y,강박스거더교,1996,2024-12-28,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCT4교,02,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.424591, 126.890005, 37.424591, 126.890005,115,8.9,0.8,0,1,Y,강박스거더교,1995,2024-12-28,B,정기점검,미적용,N,S2::강교재도장,172429,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX2교,99,고속국도,제2경인고속국도,110,03,경기도,광명시,41210,경기도 광명시 일직동 , 37.423650, 126.901194, 37.423650, 126.901194,9.8,43.1,16.5,0,6,N,라멘교,1995,2024-09-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX7교,99,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.423650, 126.901194, 37.423650, 126.901194,11,24.8,12.2,0,1,Y,라멘교,1995,2024-09-27,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX8교,99,고속국도,제2경인고속국도,110,01,경기도,광명시,41210,경기도 광명시 일직동 , 37.423650, 126.901194, 37.423650, 126.901194,11,18.4,5.8,0,1,Y,라멘교,1995,2024-09-27,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
일직JCTBOX1교,99,고속국도,제2경인고속국도,110,03,경기도,광명시,41210,경기도 광명시 일직동 , 37.423650, 126.901194, 37.423650, 126.901194,11.3,48.5,21.9,0,6,N,라멘교,1995,2024-09-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안양천지교(0),02,고속국도,제2경인고속국도,110,02,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,104.3,8.9,0.8,0,1,Y,PSCI거더교,1995,2024-12-15,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안양천지교(1),02,고속국도,제2경인고속국도,110,02,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,100.5,5.6,0.4,0,1,Y,PSCI거더교,2015,2024-12-15,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안양천교(성남0),02,고속국도,제2경인고속국도,110,01,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,179.8,24.9,5,0,3,Y,PSCI거더교,1995,2024-10-23,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안양천교(성남1),99,고속국도,제2경인고속국도,110,01,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,90.1,5.7,0.7,0,1,Y,PSCI거더교,2015,2024-09-30,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
안양천교(인천),02,고속국도,제2경인고속국도,110,02,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,210,19.3,0.8,0,4,Y,PSCI거더교,1995,2024-12-15,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
석수IC직결램프교,01,고속국도,제2경인고속국도,110,01,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,290,7.4,1,0,1,Y,강박스거더교,1998,2024-11-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
석수IC1교,01,고속국도,제2경인고속국도,110,01,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,135.3,7.3,0.9,0,1,Y,강박스거더교,1995,2024-11-20,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
석수IC교(성남),01,고속국도,제2경인고속국도,110,01,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,190,17.9,0.9,0,4,Y,강박스거더교,1996,2024-11-18,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
석수IC교(인천),01,고속국도,제2경인고속국도,110,02,경기도,안양시 만안구,41171,경기도 안양시 만안구 석수동 , 37.423650, 126.901194, 37.423650, 126.901194,190,17.9,0.9,0,4,Y,강박스거더교,1996,2024-11-18,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 시흥지사,054-811-2932,2024-12-31
장수천3교(강릉),02,고속국도,영동고속국도,50,01,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.428962, 126.737875, 37.428962, 126.737875,211.9,19.7,0.7,0,4,Y,PSCI거더교,1994,2024-08-31,B,정기점검,미적용,N,"3,4차로::교면포장 콘크리트 단면보수",46800,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
장수천3교(인천),02,고속국도,영동고속국도,50,02,인천광역시,남동구,28200,인천광역시 남동구 서창동 , 37.428962, 126.737875, 37.428962, 126.737875,211.9,31.4,0.7,0,7,Y,PSCI거더교,1994,2024-08-31,B,정기점검,미적용,N,P2::신축이음장치 교체(핑거식 160),385301,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
도림1육교,03,고속국도,영동고속국도,50,03,인천광역시,남동구,28200,인천광역시 남동구 도림동 , 37.420005, 126.738107, 37.420005, 126.738107,40,8,0.8,0,2,N,프리플렉스거더교,1994,2024-09-02,B,정기점검,미적용,N,,,DB-18,32.4,5.5,한국도로공사 군포지사,054-811-2932,2024-12-31
도림2육교,03,고속국도,영동고속국도,50,01,인천광역시,남동구,28200,인천광역시 남동구 도림동 , 37.420005, 126.738107, 37.420005, 126.738107,50,5,0.8,0,1,Y,라멘교,1994,2024-09-02,B,정기점검,미적용,N,,,DB-18,32.4,6.3,한국도로공사 군포지사,054-811-2932,2024-12-31
논현육교,03,구도,구도,,03,인천광역시,남동구,28200,인천광역시 남동구 논현동 , 37.411065, 126.739501, 37.411065, 126.739501,50,10,1,0,2,N,라멘교,1994,2024-09-02,B,정기점검,미적용,N,,,DB-18,32.4,6.2,한국도로공사 군포지사,054-811-2932,2024-12-31
논현교(강릉),03,고속국도,영동고속국도,50,01,인천광역시,남동구,28200,인천광역시 남동구 논현동 , 37.402117, 126.740821, 37.402117, 126.740821,90,15.6,0.8,0,3,Y,PSC중공슬래브교,1994,2024-12-31,B,정기점검,미적용,N,"A1,S1,S2,S3::단면보수 및 표면보수",33839,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
논현교(인천),03,고속국도,영동고속국도,50,02,인천광역시,남동구,28200,인천광역시 남동구 논현동 , 37.402117, 126.740821, 37.402117, 126.740821,90,15.6,0.8,0,3,Y,PSC중공슬래브교,1994,2024-12-31,B,정기점검,미적용,N,"A2::신축이음 장치 개선//A1,S1,S2,S3::단면보수 및 표면보수",70664,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
소래교(강릉),01,고속국도,영동고속국도,50,01,인천광역시,남동구,28200,인천광역시 남동구 논현동 , 37.402117, 126.740821, 37.402117, 126.740821,350.2,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N,"신축이음장치 A1,A2::A2레일식 #100 개량, A1 리뉴얼",142900,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
소래교(인천),01,고속국도,영동고속국도,50,02,인천광역시,남동구,28200,인천광역시 남동구 논현동 , 37.402117, 126.740821, 37.402117, 126.740821,350.2,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N, 배수시설 A2::직관설치//A1::신축이음 장치 개선,28000,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶1교(강릉),01,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.387586, 126.752939, 37.387586, 126.752939,200.1,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N,A1 하부::전기방식 시설개량,19500,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶1교(인천),01,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.387586, 126.752939, 37.387586, 126.752939,200.1,15.6,0.7,0,3,Y,강박스거더교,1994,2024-12-10,B,정기점검,미적용,N,3차로::아스콘 교면재포장(방수),144520,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶IC교(강릉),03,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.387586, 126.752939, 37.387586, 126.752939,65.1,15.6,0.8,0,3,Y,RC중공슬래브교,1994,2024-09-03,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶IC교(인천),03,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.387586, 126.752939, 37.387586, 126.752939,65.1,23.7,0.8,0,3,Y,RC중공슬래브교,1994,2024-09-03,B,정기점검,미적용,N,A1::배수시설 개량,6300,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶2교,99,고속국도,영동고속국도,50,03,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.387586, 126.752939, 37.387586, 126.752939,10,34.3,1.3,0,6,N,라멘교,1994,2024-09-03,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶3교(강릉),01,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.382693, 126.762417, 37.382693, 126.762417,445,15.9,1,0,3,Y,프리플렉스거더교,1994,2024-12-10,B,정기점검,미적용,N,중분대 A2::방호벽 덮개 설치,1500,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶3교(인천),01,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.382693, 126.762417, 37.382693, 126.762417,465,15.9,1,0,3,Y,프리플렉스거더교,1994,2024-12-10,B,정기점검,미적용,N,"P8하부::배수시설정비(연결관7EA,집수구1EA)//3차로::아스콘 교면재포장(방수)",343950,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶4교(강릉),02,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.374878, 126.767212, 37.374878, 126.767212,260.1,15.8,0.9,0,3,Y,PSC박스거더교,1994,2024-11-19,B,정기점검,미적용,N,P4~A2 하부::메시휀스 설치,5500,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
월곶4교(인천),02,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 월곶동 , 37.374878, 126.767212, 37.374878, 126.767212,260,15.6,0.7,0,3,Y,PSC박스거더교,1994,2024-11-19,B,정기점검,미적용,N,S1 중분대::직관설치,3500,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모1교(강릉),02,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.365882, 126.766994, 37.365882, 126.766994,50.1,15.6,0.8,0,3,Y,강박스거더교,1994,2024-11-19,B,정기점검,미적용,N,A1::배수시설 개량,5400,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모1교(인천),02,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.365882, 126.766994, 37.365882, 126.766994,50.1,15.6,0.8,0,3,Y,강박스거더교,1994,2024-11-19,B,정기점검,미적용,N,A1::배수시설 개량,3600,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모2교(강릉),99,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.365882, 126.766994, 37.365882, 126.766994,10,15.6,0.8,0,3,Y,라멘교,1994,2024-09-03,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모2교(인천),99,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.365882, 126.766994, 37.365882, 126.766994,10,15.6,0.8,0,3,Y,라멘교,1994,2024-09-03,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모3교(강릉),02,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.359798, 126.774584, 37.359798, 126.774584,395.2,16.8,1,0,3,Y,PSC박스거더교,1994,2024-11-09,B,정기점검,미적용,N,"중분대 S2, S8, 교대A1,A2 격벽S1::연결관철거 및 설치, 배수시설 철거 및 설치",14100,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모3교(인천),02,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.359798, 126.774584, 37.359798, 126.774584,395.2,16.8,1,0,3,Y,PSC박스거더교,1994,2024-11-09,B,정기점검,미적용,N,난간방호벽 A2::난간방호벽 덮개설치//P5::배수시설 개량,16100,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모4교(강릉),02,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.359798, 126.774584, 37.359798, 126.774584,210,15.8,0.2,0,3,Y,PSCI거더교,1994,2024-11-19,B,정기점검,미적용,N,"중분대 S6,S7, S6배수시설::유도배수시설 설치, 단면보수, 표면보수//A2::신축이음장치 교체(핑거식 160)",163183,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
거모4교(인천),02,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 거모동 , 37.359798, 126.774584, 37.359798, 126.774584,210,15.8,0.2,0,3,Y,PSCI거더교,1994,2024-11-19,B,정기점검,미적용,N,난간방호벽 A2::난간방호벽 덮개설치,1200,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
군자교(강릉),01,고속국도,영동고속국도,50,01,경기도,시흥시,41390,경기도 시흥시 군자동 , 37.356196, 126.784927, 37.356196, 126.784927,420.4,15.6,0.7,0,3,Y,PSC박스거더교,1994,2024-12-10,B,정기점검,미적용,N,"교대 A1,A2 바닥판 S1 거더S1,S3::단면보수 , 표면보수",20800,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
군자교(인천),01,고속국도,영동고속국도,50,02,경기도,시흥시,41390,경기도 시흥시 군자동 , 37.356196, 126.784927, 37.356196, 126.784927,420.4,15.6,0.7,0,3,Y,PSC박스거더교,1994,2024-12-10,C,정기점검,미적용,N,P1~P3 하부::가드휀스 및 출입문  설치,16700,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC5교(0),03,고속국도,영동고속국도,50,01,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.353105, 126.795527, 37.353105, 126.795527,40,15.1,0.8,0,3,Y,강박스거더교,1994,2024-09-04,B,정기점검,미적용,N,중분대 S1:: 유도배수시설 철거 및 설치,28200,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC5교(1),03,고속국도,영동고속국도,50,01,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.353105, 126.795527, 37.353105, 126.795527,40,9.2,0.5,0,2,Y,강박스거더교,2006,2024-10-30,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC3교,03,고속국도,영동고속국도,50,01,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.353105, 126.795527, 37.353105, 126.795527,40.1,8.6,0.8,0,1,Y,PSC박스거더교,1994,2024-09-04,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC1교(강릉),01,고속국도,영동고속국도,50,01,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.350633, 126.806357, 37.350633, 126.806357,100.2,15.6,0.7,0,3,Y,PSC박스거더교,1994,2024-09-23,B,정기점검,미적용,N,"A1,P1,A2::교량내진보강(전단키설치)",81300,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC1교(인천),01,고속국도,영동고속국도,50,02,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.350633, 126.806357, 37.350633, 126.806357,100.2,19.7,0.8,0,4,Y,PSC박스거더교,1994,2024-09-23,B,정기점검,미적용,N,"난간방호벽 A2::난간방호벽 덮개설치//A1,P1,A2::교량내진보강(전단키설치)",74000,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC6교,99,고속국도,영동고속국도,50,03,경기도,시흥시,41390,경기도 시흥시 군자동 , 37.350633, 126.806357, 37.350633, 126.806357,10,51.3,15.3,0,5,N,강플레이트거더교,2006,2024-10-15,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
서안산IC2교(강릉),99,고속국도,영동고속국도,50,01,경기도,안산시 단원구,41273,경기도 안산시 단원구 선부동 , 37.350633, 126.806357, 37.350633, 126.806357,10,19.6,0.6,0,5,Y,라멘교,1994,2024-09-04,B,정기점검,미적용,N,,,DB-24,43.2,,한국도로공사 군포지사,054-811-2932,2024-12-31
